PassengerId,Survived
892,0.07864411783767189
893,0.15001683958797185
894,0.11241669142551991
895,0.0725186737582324
896,0.18203271975852764
897,0.16330061608049629
898,0.15821780412633069
899,0.20064697231117667
900,0.21272660140068045
901,0.15860142076467876
902,0.06960511822746362
903,0.11673445212849887
904,0.9041135310013081
905,0.07428968591180884
906,0.6605260951302834
907,0.29914272651970353
908,0.10096020759660773
909,0.11595767498549348
910,0.14560760798368466
911,0.16452312784069412
912,0.5484151302376857
913,0.21938237190349597
914,0.2967832528925275
915,0.6597013543744924
916,0.8343282966600475
917,0.06343483139210582
918,0.7325861430142044
919,0.10726657579490484
920,0.16101701149100422
921,0.11910261207443273
922,0.10861454726428665
923,0.22780180489186153
924,0.16261820073960742
925,0.1969035336587378
926,0.5878186136907134
927,0.1336344598776963
928,0.14658452531995814
929,0.1770781862118369
930,0.08039352902124008
931,0.5323827659314204
932,0.08092504373981146
933,0.16589843360269252
934,0.06978889813383937
935,0.1734357242242902
936,0.5265675666795435
937,0.07898778677057317
938,0.1611151774006454
939,0.08547566048943156
940,0.8274888010284278
941,0.14348976992876628
942,0.6170711786161467
943,0.12662795019488893
944,0.2719491908960435
945,0.8925507438239934
946,0.1244432462887497
947,0.3317976417968833
948,0.06339349983352738
949,0.0788276819057101
950,0.07974079968723313
951,0.8747604210250465
952,0.12989353599646758
953,0.0906493730617447
954,0.12099718121614722
955,0.1855622145030904
956,0.902370133293509
957,0.21291020182162423
958,0.21276488358440793
959,0.2876924990151869
960,0.188499229780149
961,0.7804750787802728
962,0.175721701627923
963,0.09934409429087099
964,0.14432931635481405
965,0.19178367449838252
966,0.9025873746855217
967,0.8965608209029655
968,0.06962376827482697
969,0.16320857388010257
970,0.09395014966344861
971,0.175721701627923
972,0.32285527629940847
973,0.871457811992486
974,0.11163087153111495
975,0.06960511822746362
976,0.11163058877701126
977,0.09248590738276019
978,0.16499556682685557
979,0.1970732301893916
980,0.16223799867670385
981,0.445492984601928
982,0.18238579289972523
983,0.06959624403220155
984,0.561504890746471
985,0.06962376827482697
986,0.19567438405175452
987,0.07890946466389548
988,0.7472643292588916
989,0.06748200492525824
990,0.1819085483927657
991,0.06317520395949305
992,0.594506223249419
993,0.1660819884933118
994,0.08547566048943156
995,0.07527123675537961
996,0.23629045831509476
997,0.11331117683873704
998,0.11537371074482072
999,0.08547566048943156
1000,0.06979834340141855
1001,0.15504343176084634
1002,0.10191250883724845
1003,0.16225814895402546
1004,0.28407755082194375
1005,0.2075484452910087
1006,0.8818339213889369
1007,0.15458733043072626
1008,0.0865838779734619
1009,0.4758888573535096
1010,0.816763456242709
1011,0.23984692927524287
1012,0.3139415051707043
1013,0.08193234347760192
1014,0.6500938680691254
1015,0.06961566979104061
1016,0.08547566048943156
1017,0.2396426400776246
1018,0.09323068751279806
1019,0.20903785970435662
1020,0.08577695973295885
1021,0.0832987282085772
1022,0.0636614120325717
1023,0.13215482750629803
1024,0.21480065046082597
1025,0.08301860096405234
1026,0.07302556151344797
1027,0.08314114121591554
1028,0.09054247648197777
1029,0.10727558846396401
1030,0.1647717004875976
1031,0.3484310675187886
1032,0.5607730740700247
1033,0.8986415020548241
1034,0.7752231489361644
1035,0.16400440965717
1036,0.1269603937681637
1037,0.06951180049400285
1038,0.48667020696879726
1039,0.09351611326487597
1040,0.16589843360269252
1041,0.15593004798221244
1042,0.9181390430187586
1043,0.08654860871534054
1044,0.06490296954993391
1045,0.137955522133971
1046,0.29038558399422854
1047,0.08292096512684055
1048,0.9005891712632601
1049,0.1644670085058597
1050,0.1269603937681637
1051,0.1630279502401848
1052,0.16222659412456109
1053,0.30589793000354837
1054,0.18834996290129413
1055,0.06965770605110622
1056,0.08538366233428396
1057,0.20331699732957953
1058,0.4258358420405556
1059,0.2729378957326152
1060,0.2773387529145164
1061,0.1717361490525715
1062,0.06959307111993263
1063,0.08906265395338742
1064,0.09664781279993195
1065,0.08647719662273434
1066,0.1431934212201491
1067,0.46448234182757886
1068,0.40141755494667175
1069,0.48493217987023407
1070,0.3511844968885002
1071,0.8701252514005358
1072,0.09395014966344861
1073,0.8841903103680187
1074,0.6159920768714655
1075,0.08547566048943156
1076,0.9039422092799275
1077,0.08754697797234834
1078,0.2583283447750191
1079,0.12383574282022403
1080,0.7633947777648321
1081,0.08509692285593262
1082,0.1392014125250789
1083,0.1614636078167363
1084,0.21617055377415706
1085,0.10028173744305813
1086,0.4065990165423945
1087,0.06333396997002039
1088,0.8914555921494851
1089,0.1964385227643669
1090,0.116310612273954
1091,0.14663138728476144
1092,0.17777350628814592
1093,0.4050418880253772
1094,0.8891943640728932
1095,0.43697628528836985
1096,0.10635578639985344
1097,0.17772938820710682
1098,0.154636549142946
1099,0.11105303724114968
1100,0.2570785686799498
1101,0.07896960334398229
1102,0.09913825265054088
1103,0.0696476215192775
1104,0.7812594322747052
1105,0.1511485354338027
1106,0.12952523302029473
